prescriber_id,territory_id,specialty,monthly_rx_volume,prescriber_tier,our_brand_rx_share
DOC00056,59,Cardiologist,39.77015151854548,B,34.96
DOC00057,10,Diabetologist,11.902941526020228,C,19.64
DOC00058,64,GP,61.87478988901336,A,6.24
DOC00059,63,Diabetologist,29.506990821657197,B,22.35
DOC00060,49,Cardiologist,4.712869944269271,C,24.41
DOC00061,64,GP,28.301761254499013,B,35.26
DOC00062,32,GP,18.283627003463266,B,38.26
DOC00063,7,Diabetologist,6.854194062530539,C,20.44
DOC00064,21,Diabetologist,84.78693980571026,A,32.82
DOC00065,20,Cardiologist,0.37034116401359896,C,13.44
DOC00066,26,GP,13.282853767253888,C,23.24
DOC00067,68,Cardiologist,0.4233947276008454,C,37.47
DOC00068,15,Diabetologist,3.4216912710032465,C,19.53
DOC00069,79,GP,12.469485099794198,C,24.6
DOC00070,14,Cardiologist,1.877385927679831,C,29.75
DOC00071,27,Cardiologist,35.34191775554605,B,30.46
DOC00072,40,Cardiologist,3.0753152828019825,C,31.68
DOC00073,58,Cardiologist,49.66567164281195,A,34.7
DOC00074,28,Cardiologist,1.8189564439549777,C,35.56
DOC00075,26,GP,2.0589245184365446,C,19.84
DOC00076,63,Cardiologist,12.911877981925368,C,31.48
DOC00077,66,GP,113.0361440906301,A,22.81
DOC00078,25,Cardiologist,40.75392454622426,B,20.25
DOC00079,3,Diabetologist,63.24506018498188,A,25.06
DOC00080,72,Diabetologist,5.219286885351404,C,37.16
DOC00081,44,Cardiologist,82.00084296267785,A,5.73
DOC00082,42,Diabetologist,0.27302571087257643,C,31.37
DOC00083,6,GP,8.314260502316184,C,34.02
DOC00084,39,Cardiologist,37.59132947467745,B,37.73
DOC00085,52,GP,16.976084302530083,B,34.47
DOC00086,23,Cardiologist,298.4621767067589,A,27.7
DOC00087,50,Diabetologist,1.032258324951707,C,32.2
DOC00088,43,GP,793.5139492118434,A,36.91
DOC00089,19,Diabetologist,38.50352717776602,B,26.4
DOC00090,69,Diabetologist,31.348258414824805,B,24.65
DOC00091,51,Cardiologist,2.0662867874716717,C,35.82
DOC00092,11,GP,11.229682921161533,C,33.48
DOC00093,12,Diabetologist,136.77179157144633,A,2.76
DOC00094,74,Cardiologist,15.69403439113648,B,36.64
DOC00095,8,Cardiologist,43.50905646348204,B,26.63
DOC00096,24,Cardiologist,1156.870426380009,A,34.21
DOC00097,41,Diabetologist,10.711108248762402,C,18.83
DOC00098,36,Cardiologist,33.11867861679154,B,19.82
DOC00099,72,GP,48.793547867733864,A,33.12
DOC00100,55,GP,6.179309794795551,C,28.39
DOC00101,9,Diabetologist,5.5118221875101625,C,30.04
DOC00102,47,GP,22.522447096823385,B,30.09
DOC00103,15,Cardiologist,17.643069471323546,B,21.65
DOC00104,48,Diabetologist,51.81700208764399,A,33.27
DOC00105,42,Cardiologist,2.4304873002853222,C,28.28
DOC00106,60,Diabetologist,229.97271982158486,A,6.05
DOC00107,70,Diabetologist,0.48047989820285686,C,37.22
DOC00108,12,Cardiologist,35.87014233407126,B,27.44
DOC00109,2,GP,31.74006164187673,B,33.88
DOC00110,7,GP,4.941450784356616,C,33.72
DOC00111,80,Diabetologist,5.604666969267935,C,23.85
DOC00112,3,Cardiologist,68.96023793072071,A,7.41
DOC00113,3,Cardiologist,107.18718329513264,A,33.1
DOC00114,27,Diabetologist,11.7284327843175,C,29.89
DOC00115,40,GP,21.17469798586726,B,19.0
DOC00116,33,Cardiologist,15.738801843749917,B,22.56
DOC00117,1,GP,2.54221600012976,C,34.21
DOC00118,8,GP,45.18035865211427,A,3.04
DOC00119,32,Diabetologist,78.84645634263798,A,7.4
DOC00120,48,Diabetologist,12.887694814935369,C,20.53
DOC00121,4,GP,366.91107393891,A,5.12
DOC00122,70,Cardiologist,2.664293143426799,C,30.81
DOC00123,19,Cardiologist,43.528503728343296,B,33.57
DOC00124,32,Diabetologist,21.921449636799316,B,35.38
DOC00125,9,GP,21.801913862217013,B,23.17
DOC00126,12,Cardiologist,22.623097306283025,B,33.48
DOC00127,11,Cardiologist,10.492238970156986,C,31.35
DOC00128,46,Diabetologist,52.056345665753724,A,4.78
DOC00129,16,GP,53.14331744457614,A,14.91
DOC00130,1,Cardiologist,11.696253675307734,C,28.56
DOC00131,63,Diabetologist,82.43485362526354,A,34.46
DOC00132,21,Cardiologist,13.542966742059793,C,28.81
DOC00133,30,Cardiologist,53.79355376663861,A,30.8
DOC00134,13,Cardiologist,4.392749616938696,C,27.08
DOC00135,34,Diabetologist,6.352497398833101,C,21.12
DOC00136,4,GP,13.484893695405532,C,33.67
DOC00137,28,Diabetologist,35.03499083147037,B,34.62
DOC00138,59,GP,41.29689244782513,B,36.21
DOC00139,27,Cardiologist,18.324064220864944,B,25.35
DOC00140,69,GP,2.737999985395634,C,24.01
DOC00141,25,Cardiologist,16.875664257298585,B,27.75
DOC00142,3,Cardiologist,47.561035320971136,A,2.78
DOC00143,68,Diabetologist,44.85473752581424,A,6.63
DOC00144,25,Cardiologist,5.992245159692788,C,25.77
DOC00145,20,Diabetologist,0.26082032927374765,C,36.9
DOC00146,34,GP,59.37623948795883,A,23.63
DOC00147,26,GP,3.819864155748842,C,35.22
DOC00148,5,Cardiologist,2.9060342763452596,C,20.95
DOC00149,61,Diabetologist,0.09020304862059625,C,23.84
DOC00150,9,Cardiologist,20.791737360132156,B,15.36
DOC00151,50,Diabetologist,26.26745464342417,B,34.12
DOC00152,6,Diabetologist,40.269373274298005,B,28.1
DOC00153,60,Diabetologist,12.414476379336016,C,25.94
DOC00154,44,GP,51.15163056663275,A,31.01
DOC00155,11,Diabetologist,6.379386578122936,C,34.1
DOC00156,66,GP,81.22648557135786,A,4.93
DOC00157,47,Diabetologist,32.67857105079977,B,24.9
DOC00158,73,GP,33.94624838611273,B,20.42
DOC00159,3,GP,8.16410325893624,C,38.87
DOC00160,76,GP,2.599837578721642,C,25.45
DOC00161,30,Cardiologist,23.161308227572697,B,36.49
DOC00162,21,Diabetologist,37.533989682310896,B,28.73
DOC00163,28,Cardiologist,3.3850888609541885,C,37.55
DOC00164,62,Diabetologist,172.41590338485247,A,28.82
DOC00165,33,Diabetologist,270.9830600762196,A,4.08
DOC00166,35,Cardiologist,30.059349739784945,B,35.84
DOC00167,52,GP,171.5670213704561,A,2.0
DOC00168,34,Diabetologist,6.8146470694272265,C,35.42
DOC00169,41,GP,0.8620064982929776,C,35.06
DOC00170,51,Cardiologist,1.3492586430385867,C,33.71
DOC00171,47,GP,34.33723196486276,B,29.57
DOC00172,58,Diabetologist,2.1434356988521586,C,25.93
DOC00173,75,Diabetologist,188.94142653126642,A,2.77
DOC00174,57,Diabetologist,5.234861923944023,C,32.94
DOC00175,23,Cardiologist,12.879221433655562,C,21.96
DOC00176,48,Diabetologist,77.94333827819473,A,4.52
DOC00177,22,Cardiologist,8.5762563750313,C,34.81
DOC00178,17,GP,9.722410928269177,C,27.29
DOC00179,69,Diabetologist,40.87393456978206,B,37.32
DOC00180,11,Diabetologist,11.370719607283153,C,30.65
DOC00181,15,Diabetologist,8.516438142781935,C,29.46
DOC00182,35,GP,10.269366932202061,C,18.79
DOC00183,33,Diabetologist,25.21619977509517,B,30.55
DOC00184,16,Cardiologist,208.9817940133067,A,7.78
DOC00185,34,GP,81.31570289200427,A,40.57
DOC00186,66,GP,11.811317567409606,C,33.21
DOC00187,40,GP,16.244307930273983,B,19.64
DOC00188,28,GP,23.145010489135775,B,24.68
DOC00189,47,GP,262.0562616961431,A,7.82
DOC00190,39,Cardiologist,6.510274850843967,C,21.81
DOC00191,70,GP,15.888003866672928,B,30.6
DOC00192,73,Diabetologist,54.610160001190636,A,2.74
DOC00193,20,GP,202.69581606394246,A,34.3
DOC00194,1,GP,5.802716947214881,C,38.34
DOC00195,72,GP,8.97946613305054,C,35.02
DOC00196,63,GP,8.900343899265263,C,17.95
DOC00197,67,GP,0.707632313550266,C,36.72
DOC00198,4,Cardiologist,36.18957971193397,B,31.7
DOC00199,58,Cardiologist,44.811852034339395,A,34.28
DOC00200,25,GP,36.00776945564241,B,33.62
DOC00201,47,Cardiologist,2.497144975280352,C,33.39
DOC00202,38,Diabetologist,2.420264700478292,C,13.5
DOC00203,15,GP,8.192001483893051,C,25.98
DOC00204,63,Diabetologist,12.109034636751591,C,32.75
DOC00205,21,Diabetologist,67.32608290616164,A,2.0
DOC00206,57,GP,5.958352020757562,C,36.16
DOC00207,53,Diabetologist,1.5144814888240266,C,22.46
DOC00208,46,Diabetologist,18.169702204172246,B,34.3
DOC00209,14,Diabetologist,19.662929313513054,B,35.05
DOC00210,76,GP,22.119435122261045,B,28.53
DOC00211,17,GP,79.43367055753761,A,2.19
DOC00212,39,Diabetologist,3.498015646932462,C,32.36
DOC00213,9,GP,50.04024799773534,A,34.09
DOC00214,77,GP,14.73663311513711,B,28.92
DOC00215,79,Diabetologist,13.165175781206461,C,30.12
DOC00216,6,GP,145.65442766728899,A,33.11
DOC00217,23,Cardiologist,9.98942758590049,C,41.94
DOC00218,59,GP,40.903206543059476,B,24.83
DOC00219,46,Cardiologist,11.321618037464853,C,22.58
DOC00220,38,Diabetologist,26.597933380232398,B,23.33
DOC00221,14,GP,67.26061064077096,A,4.23
DOC00222,72,Diabetologist,103.7195227012952,A,3.22
DOC00223,62,Diabetologist,83.70433329861888,A,5.01
DOC00224,35,Diabetologist,33.76336335001271,B,23.32
DOC00225,19,Diabetologist,10.006399654130949,C,37.65
DOC00226,30,Diabetologist,43.44975066364829,B,24.82
DOC00227,78,GP,51.061319895374815,A,19.94
DOC00228,25,Cardiologist,0.3589614010135245,C,35.57
DOC00229,40,GP,21.264415650797574,B,32.38
DOC00230,14,GP,85.47068357507159,A,32.44
DOC00231,26,GP,25.129466636538123,B,31.76
DOC00232,22,GP,13.241556778302478,C,16.91
DOC00233,48,Cardiologist,98.32074322060444,A,28.72
DOC00234,51,GP,5.8113014693835785,C,35.13
DOC00235,3,Diabetologist,8.012586251246878,C,25.33
DOC00236,42,GP,47.34120335941034,A,4.28
DOC00237,19,GP,15.586138369916803,B,32.96
DOC00238,73,Cardiologist,51.60534977418727,A,32.38
DOC00239,28,Cardiologist,5.887579825537537,C,21.32
DOC00240,45,Diabetologist,10.175464093604415,C,37.29
DOC00241,71,GP,5.843355647907256,C,22.75
DOC00242,78,GP,176.92238743884974,A,34.27
DOC00243,63,GP,18.921212727982883,B,21.35
DOC00244,73,Diabetologist,14.694743745619942,B,24.33
DOC00245,19,Cardiologist,0.4779375602226299,C,35.9
DOC00246,47,Diabetologist,5.708583018117874,C,35.85
DOC00247,14,GP,19.9889124326996,B,34.7
DOC00248,38,Cardiologist,2.3936004397042243,C,37.14
DOC00249,53,Cardiologist,26.907288365903213,B,15.7
DOC00250,61,Diabetologist,22.425513262867213,B,31.57
DOC00251,36,Cardiologist,62.549584740121446,A,2.55
DOC00252,40,Cardiologist,43.248377982543886,B,26.11
DOC00253,30,GP,21.75392658541213,B,31.45
DOC00254,9,GP,8.85191338373421,C,26.18
DOC00255,64,Cardiologist,54.1251296689578,A,23.57
DOC00256,33,Cardiologist,50.708368141706075,A,9.95
DOC00257,52,Diabetologist,5.703529841171728,C,34.6
DOC00258,14,Diabetologist,127.21568820695866,A,30.05
DOC00259,75,Cardiologist,2.2438953680574247,C,37.17
DOC00260,53,GP,1.904925053111639,C,33.51
DOC00261,59,Cardiologist,7.159882278350604,C,33.54
DOC00262,78,Cardiologist,122.70045924574084,A,7.43
DOC00263,41,GP,27.718072347483847,B,29.04
DOC00264,68,GP,67.69278450154268,A,2.0
DOC00265,68,Diabetologist,9.001254837310157,C,27.29
DOC00266,8,Diabetologist,25.181349694022813,B,33.56
DOC00267,2,Diabetologist,15.93652436863351,B,30.93
DOC00268,41,Diabetologist,79.75445761148832,A,35.57
DOC00269,55,GP,0.7650394586055098,C,35.65
DOC00270,16,Cardiologist,9.764681778149043,C,25.87
DOC00271,62,Diabetologist,5.6735044439624405,C,24.46
DOC00272,48,Diabetologist,92.21525210151201,A,24.63
DOC00273,30,GP,23.378281667934587,B,29.45
DOC00274,12,GP,18.84238821015525,B,32.58
DOC00275,35,Cardiologist,22.014007782965493,B,21.72
DOC00276,11,Cardiologist,229.02161389064509,A,7.57
DOC00277,64,GP,88.31917340219118,A,37.54
DOC00278,50,Diabetologist,50.452446022259956,A,35.85
DOC00279,21,Diabetologist,12.118748228862719,C,15.28
DOC00280,69,Diabetologist,6.202442351604853,C,31.92
DOC00281,48,Cardiologist,133.4825541483799,A,38.26
DOC00282,20,Diabetologist,20.12323280857089,B,38.4
DOC00283,67,Diabetologist,11.507964629606281,C,34.04
DOC00284,44,GP,23.64022246927786,B,36.84
DOC00285,33,Diabetologist,130.03447916648864,A,2.0
DOC00286,73,GP,17.723294115288457,B,34.93
DOC00287,61,Diabetologist,31.740905183314382,B,15.45
DOC00288,9,Cardiologist,71.85143510170961,A,22.16
DOC00289,68,Diabetologist,20.406134200667747,B,33.68
DOC00290,35,Diabetologist,9.270729397210896,C,37.15
DOC00291,65,GP,467.4031574815377,A,23.58
DOC00292,8,GP,184.49387129211178,A,28.93
DOC00293,45,GP,85.55640583310445,A,8.41
DOC00294,47,Diabetologist,47.49887761460345,A,24.1
DOC00295,40,Diabetologist,12.350766151679293,C,15.58
DOC00296,76,Cardiologist,126.03845612847687,A,6.31
DOC00297,54,Diabetologist,11.343583335443563,C,30.51
DOC00298,76,Cardiologist,71.22892188050028,A,29.08
DOC00299,46,GP,130.4191362327819,A,5.55
DOC00300,47,GP,36.062328241552265,B,35.93
DOC00301,15,GP,71.87758465721691,A,3.3
DOC00302,19,Cardiologist,68.6942076558567,A,25.66
DOC00303,26,Diabetologist,7.4163661437537165,C,35.48
DOC00304,52,GP,44.40682187499079,A,34.84
DOC00305,22,Diabetologist,3.3250467019950047,C,14.52
DOC00306,21,Diabetologist,26.658462629145752,B,13.21
DOC00307,51,GP,6.078171209402328,C,18.63
DOC00308,38,Cardiologist,19.660013011929077,B,36.76
DOC00309,20,Diabetologist,81.58458249083611,A,34.35
DOC00310,29,GP,327.13655487673725,A,33.27
DOC00311,51,Diabetologist,13.604800235956915,C,27.79
DOC00312,4,Diabetologist,28.796584431505213,B,22.86
DOC00313,55,Diabetologist,26.95563101769607,B,35.74
DOC00314,71,Diabetologist,179.90877423190264,A,4.62
DOC00315,28,Diabetologist,24.242965214674793,B,32.26
DOC00316,4,Cardiologist,49.2321019934814,A,28.0
DOC00317,22,Cardiologist,133.8358807443248,A,35.38
DOC00318,76,GP,16.859740200629968,B,21.75
DOC00319,45,Cardiologist,116.98946890206336,A,2.55
DOC00320,67,Cardiologist,129.67050163941676,A,3.22
DOC00321,66,Cardiologist,143.4131007181873,A,20.09
DOC00322,34,Diabetologist,11.082988659806414,C,33.89
DOC00323,55,Diabetologist,18.586541831912797,B,32.94
DOC00324,1,GP,97.60310400769612,A,26.47
DOC00325,72,GP,15.989107900850863,B,23.25
DOC00326,38,GP,35.74951111511459,B,20.45
DOC00327,6,Diabetologist,4.2764133603958365,C,11.56
DOC00328,25,Cardiologist,1.9494400629521902,C,26.23
DOC00329,17,Cardiologist,19.363829837711744,B,31.34
DOC00330,61,Diabetologist,33.41682558442272,B,35.46
DOC00331,12,GP,18.086077006416133,B,32.0
DOC00332,6,GP,33.2923532532807,B,31.75
DOC00333,27,GP,27.28520927578455,B,24.97
DOC00334,8,Diabetologist,47.08053563380983,A,13.75
DOC00335,65,GP,41.835209551151806,B,35.66
DOC00336,57,GP,20.204558431844188,B,33.95
DOC00337,40,Diabetologist,20.25676592411283,B,34.06
DOC00338,14,Cardiologist,5.187692429260071,C,26.61
DOC00339,35,Diabetologist,27.12411656441507,B,34.9
DOC00340,48,Diabetologist,34.301063292357,B,34.05
DOC00341,56,Diabetologist,24.07706334458124,B,25.86
DOC00342,49,Diabetologist,14.038244071524385,C,24.38
DOC00343,13,Cardiologist,53.15652394985899,A,3.94
DOC00344,61,GP,2.6202681876121847,C,22.25
DOC00345,49,Diabetologist,126.93964281404942,A,5.59
DOC00346,46,Cardiologist,0.6977394013549798,C,34.82
DOC00347,62,GP,198.3633807983005,A,33.09
DOC00348,8,GP,22.980132901464188,B,25.05
DOC00349,43,GP,19.40960397845903,B,26.01
DOC00350,20,Diabetologist,10.381284238277576,C,31.04
DOC00351,39,Diabetologist,0.3379762494688521,C,24.54
DOC00352,49,GP,11.304346670083177,C,29.51
DOC00353,64,GP,3.9375377467588235,C,39.05
DOC00354,62,GP,43.25092435118354,B,24.61
DOC00355,54,GP,13.666782702385527,C,33.17
DOC00356,9,GP,62.55218843971608,A,8.53
DOC00357,37,GP,8.033962299759123,C,34.42
DOC00358,49,Cardiologist,115.61239522913623,A,6.37
DOC00359,41,GP,27.98377927432756,B,27.11
DOC00360,17,Diabetologist,4.136942989138603,C,34.27
DOC00361,21,Diabetologist,18.6188368090912,B,34.93
DOC00362,51,Diabetologist,8.026895068405548,C,34.93
DOC00363,59,GP,7.707618852280551,C,26.55
DOC00364,39,Diabetologist,26.531718886905796,B,36.63
DOC00365,55,Cardiologist,44.98655597489856,A,38.62
DOC00366,41,GP,124.49795792543141,A,27.06
DOC00367,39,Diabetologist,26.17422776889724,B,18.15
DOC00368,13,Cardiologist,208.19258696099791,A,5.61
DOC00369,64,Cardiologist,157.79953903858743,A,6.19
DOC00370,11,Diabetologist,94.96462209692092,A,32.31
DOC00371,19,Cardiologist,25.990195423877815,B,28.81
DOC00372,11,Diabetologist,5.192818482738271,C,18.88
DOC00373,77,Cardiologist,8.537562819370548,C,24.2
DOC00374,46,GP,41.584852652056604,B,25.73
DOC00375,45,GP,20.0317210002223,B,22.98
DOC00376,1,GP,5.434642047856686,C,35.86
DOC00377,40,GP,24.275563200335014,B,32.31
DOC00378,19,GP,0.587862708577136,C,22.67
DOC00379,76,Diabetologist,55.47092775112456,A,13.53
DOC00380,72,GP,2.580362204982123,C,26.72
DOC00381,72,GP,39.183057174529964,B,34.48
DOC00382,61,GP,69.05074679422103,A,2.0
DOC00383,12,GP,4.857826168525348,C,31.1
DOC00384,61,Cardiologist,27.59772760177359,B,35.79
DOC00385,33,GP,65.41700008861449,A,33.01
DOC00386,45,GP,10.58937443183492,C,35.53
DOC00387,69,Diabetologist,6.106931549262207,C,35.34
DOC00388,8,Cardiologist,14.671633511998738,B,36.46
DOC00389,25,Diabetologist,30.95301461855715,B,15.2
DOC00390,46,GP,33.034911322023696,B,34.79
DOC00391,30,Diabetologist,4.786694637440592,C,16.94
DOC00392,47,Diabetologist,22.61731222916008,B,19.63
DOC00393,49,GP,10.973374530973445,C,32.63
DOC00394,47,Cardiologist,84.98499213381902,A,34.45
DOC00395,18,Cardiologist,13.362390930115286,C,36.57
DOC00396,66,Diabetologist,83.70709867085833,A,33.39
DOC00397,68,GP,20.506634078423836,B,24.91
DOC00398,33,Diabetologist,54.072912807395035,A,28.14
DOC00399,36,Diabetologist,26.84862624971016,B,29.13
DOC00400,19,Diabetologist,38.29986410844184,B,22.54
DOC00401,28,GP,18.258819596807975,B,17.82
DOC00402,40,GP,62.7920090232871,A,5.56
DOC00403,76,Cardiologist,20.270303368231946,B,32.89
DOC00404,15,GP,22.609235641842208,B,23.33
DOC00405,41,Diabetologist,27.513013645611583,B,33.95
DOC00406,39,Diabetologist,81.16686215328744,A,4.46
DOC00407,2,Cardiologist,43.18894736867127,B,35.7
DOC00408,63,GP,15.391904297064563,B,36.42
DOC00409,29,Diabetologist,44.75568832036814,A,9.23
DOC00410,74,Cardiologist,40.88937884181176,B,16.56
DOC00411,66,Cardiologist,143.83202773748783,A,27.9
DOC00412,51,Diabetologist,84.74836716015994,A,33.88
DOC00413,75,Diabetologist,41.55498361199399,B,34.44
DOC00414,77,GP,14.943117019202212,B,17.39
DOC00415,10,Cardiologist,65.54421231039751,A,4.88
DOC00416,14,Diabetologist,33.02746754963029,B,33.19
DOC00417,51,Cardiologist,307.9425135108874,A,5.84
DOC00418,73,GP,9.942517557264473,C,30.47
DOC00419,39,Diabetologist,2.8055544973848656,C,24.54
DOC00420,28,GP,2.4445464655253657,C,25.65
DOC00421,3,Cardiologist,40.576066434689295,B,34.62
DOC00422,70,GP,154.3952217047356,A,3.77
DOC00423,27,GP,0.06448020771721019,C,26.26
DOC00424,2,Cardiologist,53.92018078821354,A,27.35
DOC00425,38,GP,42.86619336279443,B,25.5
DOC00426,3,Cardiologist,55.16227667769573,A,22.81
DOC00427,16,Diabetologist,15.76335741318362,B,36.56
DOC00428,40,Cardiologist,77.272885991922,A,24.77
DOC00429,2,Cardiologist,1.5362511071422835,C,35.39
DOC00430,41,Diabetologist,59.90655129914722,A,36.34
DOC00431,12,Cardiologist,10.91225894465222,C,29.96
DOC00432,35,Diabetologist,24.104598504406116,B,23.07
DOC00433,65,Diabetologist,77.9829483628536,A,37.16
DOC00434,55,Cardiologist,11.129357980003896,C,33.45
DOC00435,45,GP,7.065856225962208,C,28.37
DOC00436,79,GP,46.40142419024589,A,3.47
DOC00437,62,Diabetologist,28.92886820652587,B,20.58
DOC00438,49,GP,27.22572292624308,B,25.12
DOC00439,25,GP,10.397395728368242,C,25.09
DOC00440,23,Cardiologist,1.1904686677821408,C,36.05
DOC00441,24,Diabetologist,19.24734399344372,B,35.94
DOC00442,38,Diabetologist,3.827274007172665,C,31.87
DOC00443,28,Cardiologist,119.92469982419851,A,19.97
DOC00444,21,GP,1.414080306076393,C,21.63
DOC00445,54,Diabetologist,20.724364926023252,B,28.72
DOC00446,18,GP,1.8047545252652508,C,28.25
DOC00447,36,Diabetologist,3.4040379882986915,C,28.58
DOC00448,45,Diabetologist,43.11723840176225,B,28.76
DOC00449,73,Diabetologist,41.51008767479085,B,31.42
DOC00450,53,Diabetologist,1.1266582244124024,C,35.87
DOC00451,30,GP,0.03774431211047702,C,22.61
DOC00452,60,GP,2.7743797349304433,C,23.45
DOC00453,32,GP,61.59076787024167,A,6.38
DOC00454,67,GP,34.020007232548636,B,25.0
DOC00455,67,Cardiologist,1.3038858097540684,C,23.13
DOC00456,28,Diabetologist,25.007896169429177,B,33.75
DOC00457,44,Diabetologist,51.43186160692381,A,2.32
DOC00458,79,Diabetologist,96.87437789172459,A,31.93
DOC00459,41,Cardiologist,147.4944222845459,A,23.07
DOC00460,63,GP,14.136121277703072,C,21.33
DOC00461,23,Diabetologist,4.986633926582518,C,20.31
DOC00462,75,GP,9.432024277110562,C,29.39
DOC00463,48,GP,64.70048071713288,A,32.73
DOC00464,32,Cardiologist,227.31925675014247,A,29.1
DOC00465,57,Cardiologist,23.289567224363083,B,22.22
DOC00466,33,GP,12.913357915213197,C,29.53
DOC00467,24,Diabetologist,20.550668567278763,B,18.54
DOC00468,39,Diabetologist,12.884110722624165,C,27.55
DOC00469,34,Cardiologist,10.38343713926142,C,28.46
DOC00470,56,Cardiologist,35.02135959263526,B,33.86
DOC00471,28,Cardiologist,0.5301036130757941,C,24.9
DOC00472,37,Cardiologist,10.535520462494663,C,21.56
DOC00473,7,Cardiologist,43.47074490529277,B,29.66
DOC00474,68,Cardiologist,1.0921867075569525,C,32.75
DOC00475,37,Cardiologist,2.937927141148533,C,22.84
DOC00476,56,Diabetologist,12.27282896336932,C,22.2
DOC00477,65,Cardiologist,101.51866750935024,A,6.19
DOC00478,65,Cardiologist,62.02198000788821,A,25.33
DOC00479,47,Diabetologist,0.7496551009118502,C,24.36
DOC00480,20,Diabetologist,26.136302012499435,B,35.57
DOC00481,19,GP,11.299089471168777,C,32.1
DOC00482,29,Cardiologist,41.7157845714385,B,23.7
DOC00483,74,Cardiologist,53.13916608074764,A,27.01
DOC00484,60,Cardiologist,93.91645896154213,A,3.83
DOC00485,18,Cardiologist,23.992395915667597,B,24.23
DOC00486,35,GP,464.81295382480045,A,24.53
DOC00487,43,Diabetologist,268.3178873587578,A,24.71
DOC00488,11,Diabetologist,103.97519166137883,A,31.04
DOC00489,49,Cardiologist,32.99212043902733,B,40.81
DOC00490,38,Cardiologist,18.432087505941873,B,35.37
DOC00491,64,Cardiologist,16.306035562872957,B,16.94
DOC00492,69,GP,0.4074563379123042,C,19.9
DOC00493,8,GP,10.023889753396542,C,25.46
DOC00494,34,Diabetologist,52.6391014294987,A,14.99
DOC00495,48,Cardiologist,36.13417842636155,B,17.83
DOC00496,56,Cardiologist,128.71939989349755,A,5.38
DOC00497,76,Cardiologist,1.7252716001037616,C,32.95
DOC00498,65,Cardiologist,5.786072203738346,C,31.18
DOC00499,31,GP,68.03762686226942,A,30.38
DOC00500,4,Diabetologist,15.949665976306449,B,35.2
DOC00501,50,Diabetologist,4.287877790925032,C,23.77
