prescriber_id,territory_id,specialty,monthly_rx_volume,prescriber_tier
DOC00061,64,GP,28.301761254499013,B
DOC00062,32,GP,18.283627003463266,B
DOC00063,7,Diabetologist,6.854194062530539,C
DOC00064,21,Diabetologist,84.78693980571026,A
DOC00065,20,Cardiologist,0.37034116401359896,C
DOC00066,26,GP,13.282853767253888,C
DOC00067,68,Cardiologist,0.4233947276008454,C
DOC00068,15,Diabetologist,3.4216912710032465,C
DOC00069,79,GP,12.469485099794198,C
DOC00070,14,Cardiologist,1.877385927679831,C
DOC00071,27,Cardiologist,35.34191775554605,B
DOC00072,40,Cardiologist,3.0753152828019825,C
DOC00073,58,Cardiologist,49.66567164281195,A
DOC00074,28,Cardiologist,1.8189564439549777,C
DOC00075,26,GP,2.0589245184365446,C
DOC00076,63,Cardiologist,12.911877981925368,C
DOC00077,66,GP,113.0361440906301,A
DOC00078,25,Cardiologist,40.75392454622426,B
DOC00079,3,Diabetologist,63.24506018498188,A
DOC00080,72,Diabetologist,5.219286885351404,C
DOC00081,44,Cardiologist,82.00084296267785,A
DOC00082,42,Diabetologist,0.27302571087257643,C
DOC00083,6,GP,8.314260502316184,C
DOC00084,39,Cardiologist,37.59132947467745,B
DOC00085,52,GP,16.976084302530083,B
DOC00086,23,Cardiologist,298.4621767067589,A
DOC00087,50,Diabetologist,1.032258324951707,C
DOC00088,43,GP,793.5139492118434,A
DOC00089,19,Diabetologist,38.50352717776602,B
DOC00090,69,Diabetologist,31.348258414824805,B
DOC00091,51,Cardiologist,2.0662867874716717,C
DOC00092,11,GP,11.229682921161533,C
DOC00093,12,Diabetologist,136.77179157144633,A
DOC00094,74,Cardiologist,15.69403439113648,B
DOC00095,8,Cardiologist,43.50905646348204,B
DOC00096,24,Cardiologist,1156.870426380009,A
DOC00097,41,Diabetologist,10.711108248762402,C
DOC00098,36,Cardiologist,33.11867861679154,B
DOC00099,72,GP,48.793547867733864,A
DOC00100,55,GP,6.179309794795551,C
DOC00101,9,Diabetologist,5.5118221875101625,C
DOC00102,47,GP,22.522447096823385,B
DOC00103,15,Cardiologist,17.643069471323546,B
DOC00104,48,Diabetologist,51.81700208764399,A
DOC00105,42,Cardiologist,2.4304873002853222,C
DOC00106,60,Diabetologist,229.97271982158486,A
DOC00107,70,Diabetologist,0.48047989820285686,C
DOC00108,12,Cardiologist,35.87014233407126,B
DOC00109,2,GP,31.74006164187673,B
DOC00110,7,GP,4.941450784356616,C
DOC00111,80,Diabetologist,5.604666969267935,C
DOC00112,3,Cardiologist,68.96023793072071,A
DOC00113,3,Cardiologist,107.18718329513264,A
DOC00114,27,Diabetologist,11.7284327843175,C
DOC00115,40,GP,21.17469798586726,B
DOC00116,33,Cardiologist,15.738801843749917,B
DOC00117,1,GP,2.54221600012976,C
DOC00118,8,GP,45.18035865211427,A
DOC00119,32,Diabetologist,78.84645634263798,A
DOC00120,48,Diabetologist,12.887694814935369,C
DOC00121,4,GP,366.91107393891,A
DOC00122,70,Cardiologist,2.664293143426799,C
DOC00123,19,Cardiologist,43.528503728343296,B
DOC00124,32,Diabetologist,21.921449636799316,B
DOC00125,9,GP,21.801913862217013,B
DOC00126,12,Cardiologist,22.623097306283025,B
DOC00127,11,Cardiologist,10.492238970156986,C
DOC00128,46,Diabetologist,52.056345665753724,A
DOC00129,16,GP,53.14331744457614,A
DOC00130,1,Cardiologist,11.696253675307734,C
DOC00131,63,Diabetologist,82.43485362526354,A
DOC00132,21,Cardiologist,13.542966742059793,C
DOC00133,30,Cardiologist,53.79355376663861,A
DOC00134,13,Cardiologist,4.392749616938696,C
DOC00135,34,Diabetologist,6.352497398833101,C
DOC00136,4,GP,13.484893695405532,C
DOC00137,28,Diabetologist,35.03499083147037,B
DOC00138,59,GP,41.29689244782513,B
DOC00139,27,Cardiologist,18.324064220864944,B
DOC00140,69,GP,2.737999985395634,C
DOC00141,25,Cardiologist,16.875664257298585,B
DOC00142,3,Cardiologist,47.561035320971136,A
DOC00143,68,Diabetologist,44.85473752581424,A
DOC00144,25,Cardiologist,5.992245159692788,C
DOC00145,20,Diabetologist,0.26082032927374765,C
DOC00146,34,GP,59.37623948795883,A
DOC00147,26,GP,3.819864155748842,C
DOC00148,5,Cardiologist,2.9060342763452596,C
DOC00149,61,Diabetologist,0.09020304862059625,C
DOC00150,9,Cardiologist,20.791737360132156,B
DOC00151,50,Diabetologist,26.26745464342417,B
DOC00152,6,Diabetologist,40.269373274298005,B
DOC00153,60,Diabetologist,12.414476379336016,C
DOC00154,44,GP,51.15163056663275,A
DOC00155,11,Diabetologist,6.379386578122936,C
DOC00156,66,GP,81.22648557135786,A
DOC00157,47,Diabetologist,32.67857105079977,B
DOC00158,73,GP,33.94624838611273,B
DOC00159,3,GP,8.16410325893624,C
DOC00160,76,GP,2.599837578721642,C
DOC00161,30,Cardiologist,23.161308227572697,B
DOC00162,21,Diabetologist,37.533989682310896,B
DOC00163,28,Cardiologist,3.3850888609541885,C
DOC00164,62,Diabetologist,172.41590338485247,A
DOC00165,33,Diabetologist,270.9830600762196,A
DOC00166,35,Cardiologist,30.059349739784945,B
DOC00167,52,GP,171.5670213704561,A
DOC00168,34,Diabetologist,6.8146470694272265,C
DOC00169,41,GP,0.8620064982929776,C
DOC00170,51,Cardiologist,1.3492586430385867,C
DOC00171,47,GP,34.33723196486276,B
DOC00172,58,Diabetologist,2.1434356988521586,C
DOC00173,75,Diabetologist,188.94142653126642,A
DOC00174,57,Diabetologist,5.234861923944023,C
DOC00175,23,Cardiologist,12.879221433655562,C
DOC00176,48,Diabetologist,77.94333827819473,A
DOC00177,22,Cardiologist,8.5762563750313,C
DOC00178,17,GP,9.722410928269177,C
DOC00179,69,Diabetologist,40.87393456978206,B
DOC00180,11,Diabetologist,11.370719607283153,C
DOC00181,15,Diabetologist,8.516438142781935,C
DOC00182,35,GP,10.269366932202061,C
DOC00183,33,Diabetologist,25.21619977509517,B
DOC00184,16,Cardiologist,208.9817940133067,A
DOC00185,34,GP,81.31570289200427,A
DOC00186,66,GP,11.811317567409606,C
DOC00187,40,GP,16.244307930273983,B
DOC00188,28,GP,23.145010489135775,B
DOC00189,47,GP,262.0562616961431,A
DOC00190,39,Cardiologist,6.510274850843967,C
DOC00191,70,GP,15.888003866672928,B
DOC00192,73,Diabetologist,54.610160001190636,A
DOC00193,20,GP,202.69581606394246,A
DOC00194,1,GP,5.802716947214881,C
DOC00195,72,GP,8.97946613305054,C
DOC00196,63,GP,8.900343899265263,C
DOC00197,67,GP,0.707632313550266,C
DOC00198,4,Cardiologist,36.18957971193397,B
DOC00199,58,Cardiologist,44.811852034339395,A
DOC00200,25,GP,36.00776945564241,B
DOC00201,47,Cardiologist,2.497144975280352,C
DOC00202,38,Diabetologist,2.420264700478292,C
DOC00203,15,GP,8.192001483893051,C
DOC00204,63,Diabetologist,12.109034636751591,C
DOC00205,21,Diabetologist,67.32608290616164,A
DOC00206,57,GP,5.958352020757562,C
DOC00207,53,Diabetologist,1.5144814888240266,C
DOC00208,46,Diabetologist,18.169702204172246,B
DOC00209,14,Diabetologist,19.662929313513054,B
DOC00210,76,GP,22.119435122261045,B
DOC00211,17,GP,79.43367055753761,A
DOC00212,39,Diabetologist,3.498015646932462,C
DOC00213,9,GP,50.04024799773534,A
DOC00214,77,GP,14.73663311513711,B
DOC00215,79,Diabetologist,13.165175781206461,C
DOC00216,6,GP,145.65442766728899,A
DOC00217,23,Cardiologist,9.98942758590049,C
DOC00218,59,GP,40.903206543059476,B
DOC00219,46,Cardiologist,11.321618037464853,C
DOC00220,38,Diabetologist,26.597933380232398,B
DOC00221,14,GP,67.26061064077096,A
DOC00222,72,Diabetologist,103.7195227012952,A
DOC00223,62,Diabetologist,83.70433329861888,A
DOC00224,35,Diabetologist,33.76336335001271,B
DOC00225,19,Diabetologist,10.006399654130949,C
DOC00226,30,Diabetologist,43.44975066364829,B
DOC00227,78,GP,51.061319895374815,A
DOC00228,25,Cardiologist,0.3589614010135245,C
DOC00229,40,GP,21.264415650797574,B
DOC00230,14,GP,85.47068357507159,A
DOC00231,26,GP,25.129466636538123,B
DOC00232,22,GP,13.241556778302478,C
DOC00233,48,Cardiologist,98.32074322060444,A
DOC00234,51,GP,5.8113014693835785,C
DOC00235,3,Diabetologist,8.012586251246878,C
DOC00236,42,GP,47.34120335941034,A
DOC00237,19,GP,15.586138369916803,B
DOC00238,73,Cardiologist,51.60534977418727,A
DOC00239,28,Cardiologist,5.887579825537537,C
DOC00240,45,Diabetologist,10.175464093604415,C
DOC00241,71,GP,5.843355647907256,C
DOC00242,78,GP,176.92238743884974,A
DOC00243,63,GP,18.921212727982883,B
DOC00244,73,Diabetologist,14.694743745619942,B
DOC00245,19,Cardiologist,0.4779375602226299,C
DOC00246,47,Diabetologist,5.708583018117874,C
DOC00247,14,GP,19.9889124326996,B
DOC00248,38,Cardiologist,2.3936004397042243,C
DOC00249,53,Cardiologist,26.907288365903213,B
DOC00250,61,Diabetologist,22.425513262867213,B
DOC00251,36,Cardiologist,62.549584740121446,A
DOC00252,40,Cardiologist,43.248377982543886,B
DOC00253,30,GP,21.75392658541213,B
DOC00254,9,GP,8.85191338373421,C
DOC00255,64,Cardiologist,54.1251296689578,A
DOC00256,33,Cardiologist,50.708368141706075,A
DOC00257,52,Diabetologist,5.703529841171728,C
DOC00258,14,Diabetologist,127.21568820695866,A
DOC00259,75,Cardiologist,2.2438953680574247,C
DOC00260,53,GP,1.904925053111639,C
DOC00261,59,Cardiologist,7.159882278350604,C
DOC00262,78,Cardiologist,122.70045924574084,A
DOC00263,41,GP,27.718072347483847,B
DOC00264,68,GP,67.69278450154268,A
DOC00265,68,Diabetologist,9.001254837310157,C
DOC00266,8,Diabetologist,25.181349694022813,B
DOC00267,2,Diabetologist,15.93652436863351,B
DOC00268,41,Diabetologist,79.75445761148832,A
DOC00269,55,GP,0.7650394586055098,C
DOC00270,16,Cardiologist,9.764681778149043,C
DOC00271,62,Diabetologist,5.6735044439624405,C
DOC00272,48,Diabetologist,92.21525210151201,A
DOC00273,30,GP,23.378281667934587,B
DOC00274,12,GP,18.84238821015525,B
DOC00275,35,Cardiologist,22.014007782965493,B
DOC00276,11,Cardiologist,229.02161389064509,A
DOC00277,64,GP,88.31917340219118,A
DOC00278,50,Diabetologist,50.452446022259956,A
DOC00279,21,Diabetologist,12.118748228862719,C
DOC00280,69,Diabetologist,6.202442351604853,C
DOC00281,48,Cardiologist,133.4825541483799,A
DOC00282,20,Diabetologist,20.12323280857089,B
DOC00283,67,Diabetologist,11.507964629606281,C
DOC00284,44,GP,23.64022246927786,B
DOC00285,33,Diabetologist,130.03447916648864,A
DOC00286,73,GP,17.723294115288457,B
DOC00287,61,Diabetologist,31.740905183314382,B
DOC00288,9,Cardiologist,71.85143510170961,A
DOC00289,68,Diabetologist,20.406134200667747,B
DOC00290,35,Diabetologist,9.270729397210896,C
DOC00291,65,GP,467.4031574815377,A
DOC00292,8,GP,184.49387129211178,A
DOC00293,45,GP,85.55640583310445,A
DOC00294,47,Diabetologist,47.49887761460345,A
DOC00295,40,Diabetologist,12.350766151679293,C
DOC00296,76,Cardiologist,126.03845612847687,A
DOC00297,54,Diabetologist,11.343583335443563,C
DOC00298,76,Cardiologist,71.22892188050028,A
DOC00299,46,GP,130.4191362327819,A
DOC00300,47,GP,36.062328241552265,B
DOC00301,15,GP,71.87758465721691,A
DOC00302,19,Cardiologist,68.6942076558567,A
DOC00303,26,Diabetologist,7.4163661437537165,C
DOC00304,52,GP,44.40682187499079,A
DOC00305,22,Diabetologist,3.3250467019950047,C
DOC00306,21,Diabetologist,26.658462629145752,B
DOC00307,51,GP,6.078171209402328,C
DOC00308,38,Cardiologist,19.660013011929077,B
DOC00309,20,Diabetologist,81.58458249083611,A
DOC00310,29,GP,327.13655487673725,A
DOC00311,51,Diabetologist,13.604800235956915,C
DOC00312,4,Diabetologist,28.796584431505213,B
DOC00313,55,Diabetologist,26.95563101769607,B
DOC00314,71,Diabetologist,179.90877423190264,A
DOC00315,28,Diabetologist,24.242965214674793,B
DOC00316,4,Cardiologist,49.2321019934814,A
DOC00317,22,Cardiologist,133.8358807443248,A
DOC00318,76,GP,16.859740200629968,B
DOC00319,45,Cardiologist,116.98946890206336,A
DOC00320,67,Cardiologist,129.67050163941676,A
DOC00321,66,Cardiologist,143.4131007181873,A
DOC00322,34,Diabetologist,11.082988659806414,C
DOC00323,55,Diabetologist,18.586541831912797,B
DOC00324,1,GP,97.60310400769612,A
DOC00325,72,GP,15.989107900850863,B
DOC00326,38,GP,35.74951111511459,B
DOC00327,6,Diabetologist,4.2764133603958365,C
DOC00328,25,Cardiologist,1.9494400629521902,C
DOC00329,17,Cardiologist,19.363829837711744,B
DOC00330,61,Diabetologist,33.41682558442272,B
DOC00331,12,GP,18.086077006416133,B
DOC00332,6,GP,33.2923532532807,B
DOC00333,27,GP,27.28520927578455,B
DOC00334,8,Diabetologist,47.08053563380983,A
DOC00335,65,GP,41.835209551151806,B
DOC00336,57,GP,20.204558431844188,B
DOC00337,40,Diabetologist,20.25676592411283,B
DOC00338,14,Cardiologist,5.187692429260071,C
DOC00339,35,Diabetologist,27.12411656441507,B
DOC00340,48,Diabetologist,34.301063292357,B
DOC00341,56,Diabetologist,24.07706334458124,B
DOC00342,49,Diabetologist,14.038244071524385,C
DOC00343,13,Cardiologist,53.15652394985899,A
DOC00344,61,GP,2.6202681876121847,C
DOC00345,49,Diabetologist,126.93964281404942,A
DOC00346,46,Cardiologist,0.6977394013549798,C
DOC00347,62,GP,198.3633807983005,A
DOC00348,8,GP,22.980132901464188,B
DOC00349,43,GP,19.40960397845903,B
DOC00350,20,Diabetologist,10.381284238277576,C
DOC00351,39,Diabetologist,0.3379762494688521,C
DOC00352,49,GP,11.304346670083177,C
DOC00353,64,GP,3.9375377467588235,C
DOC00354,62,GP,43.25092435118354,B
DOC00355,54,GP,13.666782702385527,C
DOC00356,9,GP,62.55218843971608,A
DOC00357,37,GP,8.033962299759123,C
DOC00358,49,Cardiologist,115.61239522913623,A
DOC00359,41,GP,27.98377927432756,B
DOC00360,17,Diabetologist,4.136942989138603,C
DOC00361,21,Diabetologist,18.6188368090912,B
DOC00362,51,Diabetologist,8.026895068405548,C
DOC00363,59,GP,7.707618852280551,C
DOC00364,39,Diabetologist,26.531718886905796,B
DOC00365,55,Cardiologist,44.98655597489856,A
DOC00366,41,GP,124.49795792543141,A
DOC00367,39,Diabetologist,26.17422776889724,B
DOC00368,13,Cardiologist,208.19258696099791,A
DOC00369,64,Cardiologist,157.79953903858743,A
DOC00370,11,Diabetologist,94.96462209692092,A
DOC00371,19,Cardiologist,25.990195423877815,B
DOC00372,11,Diabetologist,5.192818482738271,C
DOC00373,77,Cardiologist,8.537562819370548,C
DOC00374,46,GP,41.584852652056604,B
DOC00375,45,GP,20.0317210002223,B
DOC00376,1,GP,5.434642047856686,C
DOC00377,40,GP,24.275563200335014,B
DOC00378,19,GP,0.587862708577136,C
DOC00379,76,Diabetologist,55.47092775112456,A
DOC00380,72,GP,2.580362204982123,C
DOC00381,72,GP,39.183057174529964,B
DOC00382,61,GP,69.05074679422103,A
DOC00383,12,GP,4.857826168525348,C
DOC00384,61,Cardiologist,27.59772760177359,B
DOC00385,33,GP,65.41700008861449,A
DOC00386,45,GP,10.58937443183492,C
DOC00387,69,Diabetologist,6.106931549262207,C
DOC00388,8,Cardiologist,14.671633511998738,B
DOC00389,25,Diabetologist,30.95301461855715,B
DOC00390,46,GP,33.034911322023696,B
DOC00391,30,Diabetologist,4.786694637440592,C
DOC00392,47,Diabetologist,22.61731222916008,B
DOC00393,49,GP,10.973374530973445,C
DOC00394,47,Cardiologist,84.98499213381902,A
DOC00395,18,Cardiologist,13.362390930115286,C
DOC00396,66,Diabetologist,83.70709867085833,A
DOC00397,68,GP,20.506634078423836,B
DOC00398,33,Diabetologist,54.072912807395035,A
DOC00399,36,Diabetologist,26.84862624971016,B
DOC00400,19,Diabetologist,38.29986410844184,B
DOC00401,28,GP,18.258819596807975,B
DOC00402,40,GP,62.7920090232871,A
DOC00403,76,Cardiologist,20.270303368231946,B
DOC00404,15,GP,22.609235641842208,B
DOC00405,41,Diabetologist,27.513013645611583,B
DOC00406,39,Diabetologist,81.16686215328744,A
DOC00407,2,Cardiologist,43.18894736867127,B
DOC00408,63,GP,15.391904297064563,B
DOC00409,29,Diabetologist,44.75568832036814,A
DOC00410,74,Cardiologist,40.88937884181176,B
DOC00411,66,Cardiologist,143.83202773748783,A
DOC00412,51,Diabetologist,84.74836716015994,A
DOC00413,75,Diabetologist,41.55498361199399,B
DOC00414,77,GP,14.943117019202212,B
DOC00415,10,Cardiologist,65.54421231039751,A
DOC00416,14,Diabetologist,33.02746754963029,B
DOC00417,51,Cardiologist,307.9425135108874,A
DOC00418,73,GP,9.942517557264473,C
DOC00419,39,Diabetologist,2.8055544973848656,C
DOC00420,28,GP,2.4445464655253657,C
DOC00421,3,Cardiologist,40.576066434689295,B
DOC00422,70,GP,154.3952217047356,A
DOC00423,27,GP,0.06448020771721019,C
DOC00424,2,Cardiologist,53.92018078821354,A
DOC00425,38,GP,42.86619336279443,B
DOC00426,3,Cardiologist,55.16227667769573,A
DOC00427,16,Diabetologist,15.76335741318362,B
DOC00428,40,Cardiologist,77.272885991922,A
DOC00429,2,Cardiologist,1.5362511071422835,C
DOC00430,41,Diabetologist,59.90655129914722,A
DOC00431,12,Cardiologist,10.91225894465222,C
DOC00432,35,Diabetologist,24.104598504406116,B
DOC00433,65,Diabetologist,77.9829483628536,A
DOC00434,55,Cardiologist,11.129357980003896,C
DOC00435,45,GP,7.065856225962208,C
DOC00436,79,GP,46.40142419024589,A
DOC00437,62,Diabetologist,28.92886820652587,B
DOC00438,49,GP,27.22572292624308,B
DOC00439,25,GP,10.397395728368242,C
DOC00440,23,Cardiologist,1.1904686677821408,C
DOC00441,24,Diabetologist,19.24734399344372,B
DOC00442,38,Diabetologist,3.827274007172665,C
DOC00443,28,Cardiologist,119.92469982419851,A
DOC00444,21,GP,1.414080306076393,C
DOC00445,54,Diabetologist,20.724364926023252,B
DOC00446,18,GP,1.8047545252652508,C
DOC00447,36,Diabetologist,3.4040379882986915,C
DOC00448,45,Diabetologist,43.11723840176225,B
DOC00449,73,Diabetologist,41.51008767479085,B
DOC00450,53,Diabetologist,1.1266582244124024,C
DOC00451,30,GP,0.03774431211047702,C
DOC00452,60,GP,2.7743797349304433,C
DOC00453,32,GP,61.59076787024167,A
DOC00454,67,GP,34.020007232548636,B
DOC00455,67,Cardiologist,1.3038858097540684,C
DOC00456,28,Diabetologist,25.007896169429177,B
DOC00457,44,Diabetologist,51.43186160692381,A
DOC00458,79,Diabetologist,96.87437789172459,A
DOC00459,41,Cardiologist,147.4944222845459,A
DOC00460,63,GP,14.136121277703072,C
DOC00461,23,Diabetologist,4.986633926582518,C
DOC00462,75,GP,9.432024277110562,C
DOC00463,48,GP,64.70048071713288,A
DOC00464,32,Cardiologist,227.31925675014247,A
DOC00465,57,Cardiologist,23.289567224363083,B
DOC00466,33,GP,12.913357915213197,C
DOC00467,24,Diabetologist,20.550668567278763,B
DOC00468,39,Diabetologist,12.884110722624165,C
DOC00469,34,Cardiologist,10.38343713926142,C
DOC00470,56,Cardiologist,35.02135959263526,B
DOC00471,28,Cardiologist,0.5301036130757941,C
DOC00472,37,Cardiologist,10.535520462494663,C
DOC00473,7,Cardiologist,43.47074490529277,B
DOC00474,68,Cardiologist,1.0921867075569525,C
DOC00475,37,Cardiologist,2.937927141148533,C
DOC00476,56,Diabetologist,12.27282896336932,C
DOC00477,65,Cardiologist,101.51866750935024,A
DOC00478,65,Cardiologist,62.02198000788821,A
DOC00479,47,Diabetologist,0.7496551009118502,C
DOC00480,20,Diabetologist,26.136302012499435,B
DOC00481,19,GP,11.299089471168777,C
DOC00482,29,Cardiologist,41.7157845714385,B
DOC00483,74,Cardiologist,53.13916608074764,A
DOC00484,60,Cardiologist,93.91645896154213,A
DOC00485,18,Cardiologist,23.992395915667597,B
DOC00486,35,GP,464.81295382480045,A
DOC00487,43,Diabetologist,268.3178873587578,A
DOC00488,11,Diabetologist,103.97519166137883,A
DOC00489,49,Cardiologist,32.99212043902733,B
DOC00490,38,Cardiologist,18.432087505941873,B
DOC00491,64,Cardiologist,16.306035562872957,B
DOC00492,69,GP,0.4074563379123042,C
DOC00493,8,GP,10.023889753396542,C
DOC00494,34,Diabetologist,52.6391014294987,A
DOC00495,48,Cardiologist,36.13417842636155,B
DOC00496,56,Cardiologist,128.71939989349755,A
DOC00497,76,Cardiologist,1.7252716001037616,C
DOC00498,65,Cardiologist,5.786072203738346,C
DOC00499,31,GP,68.03762686226942,A
DOC00500,4,Diabetologist,15.949665976306449,B
DOC00501,50,Diabetologist,4.287877790925032,C
DOC00502,69,GP,555.5580395967417,A
DOC00503,30,Cardiologist,67.5111356780893,A
DOC00504,59,Diabetologist,19.144524262051267,B
DOC00505,67,Diabetologist,78.22148243449125,A
DOC00506,75,GP,46.29296772318674,A
DOC00507,45,Cardiologist,68.23234675385679,A
DOC00508,4,Diabetologist,75.56489201893326,A
DOC00509,26,Cardiologist,2.9951361095021722,C
DOC00510,27,Diabetologist,38.42328114178688,B
DOC00511,46,GP,0.22721372398792905,C
DOC00512,64,Cardiologist,1.4919787761523917,C
DOC00513,51,GP,118.37995882794084,A
DOC00514,50,Diabetologist,28.396224468655173,B
DOC00515,6,GP,55.863690382802055,A
DOC00516,59,GP,83.62989205522584,A
DOC00517,15,GP,170.69806523698875,A
DOC00518,30,Diabetologist,97.0758239386203,A
DOC00519,42,Cardiologist,24.620757604252287,B
DOC00520,37,GP,14.622752567344932,B
DOC00521,42,Cardiologist,5.753391636814054,C
DOC00522,35,Diabetologist,18.584293252087946,B
DOC00523,6,Cardiologist,16.434851335174194,B
DOC00524,68,GP,31.434474689683167,B
DOC00525,18,GP,44.058436823712974,B
DOC00526,73,GP,258.66044261990476,A
DOC00527,29,GP,54.412592790422565,A
DOC00528,77,GP,41.06343205851597,B
DOC00529,59,GP,14.572285126592476,B
DOC00530,47,Diabetologist,1.1773161858733339,C
DOC00531,17,Diabetologist,11.995037384988528,C
DOC00532,22,Diabetologist,62.84849861479349,A
DOC00533,68,Cardiologist,7.959405511404771,C
DOC00534,69,Cardiologist,51.45971372079954,A
DOC00535,37,Diabetologist,33.50812795553444,B
DOC00536,49,Cardiologist,6.487393965944066,C
DOC00537,13,Cardiologist,10.638845179107136,C
DOC00538,34,GP,25.683148592034534,B
DOC00539,53,GP,19.798736624751356,B
DOC00540,51,Cardiologist,65.29148866360168,A
DOC00541,3,Cardiologist,55.570234685549735,A
DOC00542,42,Diabetologist,32.96137424782475,B
DOC00543,32,Cardiologist,77.86217167027793,A
DOC00544,51,GP,31.743771251171403,B
DOC00545,46,Cardiologist,203.95292023796898,A
DOC00546,21,Diabetologist,8.506107593174562,C
DOC00547,44,GP,51.80222914192301,A
DOC00548,11,GP,16.647019506604586,B
DOC00549,68,GP,11.518809443025436,C
DOC00550,1,GP,6.8555632807735245,C
DOC00551,63,Cardiologist,30.738483986542107,B
DOC00552,24,Diabetologist,8.425152965277594,C
DOC00553,13,Cardiologist,7.737486743472188,C
DOC00554,11,Cardiologist,372.69295792574593,A
DOC00555,51,GP,71.49852207176544,A
DOC00556,17,Diabetologist,58.37705521243659,A
DOC00557,24,GP,69.3376533720264,A
DOC00558,19,Cardiologist,218.06780794207862,A
DOC00559,37,Cardiologist,32.826443362529844,B
DOC00560,8,GP,8.645998471800965,C
DOC00561,28,Cardiologist,93.60967496366754,A
DOC00562,5,Cardiologist,57.230704957580826,A
DOC00563,17,GP,19.520842696023877,B
DOC00564,36,Cardiologist,23.847236003127193,B
DOC00565,19,Diabetologist,19.31369158050973,B
DOC00566,64,GP,142.57595662903094,A
DOC00567,11,Diabetologist,15.061154503110252,B
DOC00568,54,Cardiologist,201.42090670976432,A
DOC00569,45,Cardiologist,123.36937811002913,A
DOC00570,47,GP,39.359571580901,B
DOC00571,12,Cardiologist,33.51256883330949,B
DOC00572,21,GP,16.655978333398448,B
DOC00573,11,GP,0.6188611372416775,C
DOC00574,5,GP,4.6562803684349285,C
DOC00575,56,GP,59.645919650757136,A
DOC00576,20,GP,23.688501454626596,B
DOC00577,41,Diabetologist,5.560019012031314,C
DOC00578,46,GP,10.755770429671042,C
DOC00579,12,Diabetologist,167.63661918410864,A
DOC00580,70,Cardiologist,16.474041574904376,B
DOC00581,17,GP,121.26078643218943,A
DOC00582,19,Cardiologist,12.87451505578665,C
DOC00583,26,GP,29.846725859078127,B
DOC00584,48,Diabetologist,0.6920384491317488,C
DOC00585,52,Diabetologist,27.884982755309707,B
DOC00586,70,Diabetologist,40.17632414729759,B
DOC00587,55,Cardiologist,9.307026868141289,C
